Carrera,Codigo Guarani,Materia,Edificio,Profesor,Aula,Dia,Hora inicio,Hora fin
Ingeniería en Computación,B6011,Física General II,Anasagasti II,LORENA LUISA BAEZ,Tercer Piso-2,Mi�rcoles,10,14
Ingeniería en Computación,B6011,Física General II,Anasagasti II,LORENA LUISA BAEZ,Tercer Piso-2,Jueves,10,14
Ingeniería en Computación,B6011,Física General II,Anasagasti II,LORENA LUISA BAEZ,Tercer Piso-2,Viernes,10,14
Ingeniería en Computación,B6011,Física General II,Anasagasti II,LORENA LUISA BAEZ,Tercer Piso-3,Lunes,10,14
Ingeniería en Computación,B6011,Física General II,Anasagasti II,LORENA LUISA BAEZ,Tercer Piso-3,Martes,10,14
Ingeniería en Computación,B6011,Física General II,Anasagasti II,LORENA LUISA BAEZ,Tercer Piso-3,Mi�rcoles,10,14
Ingeniería en Computación,B6011,Física General II,Anasagasti II,LORENA LUISA BAEZ,Tercer Piso-3,Jueves,10,14
Ingeniería en Computación,B6011,Física General II,Anasagasti II,LORENA LUISA BAEZ,Tercer Piso-3,Viernes,10,14
Ingeniería en Computación,B6011,Física General II,Anasagasti II,LORENA LUISA BAEZ,Tercer Piso-4,Lunes,10,14
Ingeniería en Computación,B6011,Física General II,Anasagasti II,LORENA LUISA BAEZ,Tercer Piso-4,Martes,10,14
Ingeniería en Computación,B6011,Física General II,Anasagasti II,LORENA LUISA BAEZ,Tercer Piso-4,Mi�rcoles,10,14
Ingeniería en Computación,B6011,Física General II,Anasagasti II,LORENA LUISA BAEZ,Tercer Piso-4,Jueves,10,14
Ingeniería en Computación,B6011,Física General II,Anasagasti II,LORENA LUISA BAEZ,Tercer Piso-4,Viernes,10,14
Ingeniería en Computación,B6011,Física General II,Anasagasti II,LORENA LUISA BAEZ,PB-1,Lunes,10,14
Ingeniería en Computación,B6011,Física General II,Anasagasti II,LORENA LUISA BAEZ,PB-1,Martes,10,14
Ingeniería en Computación,B6011,Física General II,Anasagasti II,LORENA LUISA BAEZ,PB-1,Mi�rcoles,10,14
Ingeniería en Computación,B6011,Física General II,Anasagasti II,LORENA LUISA BAEZ,PB-1,Jueves,10,14
Ingeniería en Computación,B6011,Física General II,Anasagasti II,LORENA LUISA BAEZ,PB-1,Viernes,10,14
Ingeniería en Computación,B6011,Física General II,Anasagasti II,LORENA LUISA BAEZ,PB-2,Lunes,10,14
Ingeniería en Computación,B6011,Física General II,Anasagasti II,LORENA LUISA BAEZ,PB-2,Martes,10,14
Ingeniería en Computación,B6011,Física General II,Anasagasti II,LORENA LUISA BAEZ,PB-2,Mi�rcoles,10,14
Ingeniería en Computación,B6011,Física General II,Anasagasti II,LORENA LUISA BAEZ,PB-2,Jueves,10,14
Ingeniería en Computación,B6011,Física General II,Anasagasti II,LORENA LUISA BAEZ,PB-2,Viernes,10,14
Ingeniería en Computación,B6011,Física General II,Anasagasti II,LORENA LUISA BAEZ,Segundo Piso-2,Lunes,16,20
Ingeniería en Computación,B6011,Física General II,Anasagasti II,LORENA LUISA BAEZ,Segundo Piso-2,Martes,16,20
Ingeniería en Computación,B6011,Física General II,Anasagasti II,LORENA LUISA BAEZ,Segundo Piso-2,Mi�rcoles,16,20
Ingeniería en Computación,B6011,Física General II,Anasagasti II,LORENA LUISA BAEZ,Segundo Piso-2,Jueves,16,20
Ingeniería en Computación,B6011,Física General II,Anasagasti II,LORENA LUISA BAEZ,Segundo Piso-2,Viernes,16,20
Ingeniería en Computación,B6011,Física General II,Anasagasti II,LORENA LUISA BAEZ,Segundo Piso-3,Lunes,16,20
Ingeniería en Computación,B6011,Física General II,Anasagasti II,LORENA LUISA BAEZ,Segundo Piso-3,Martes,16,20
Ingeniería en Computación,B6011,Física General II,Anasagasti II,LORENA LUISA BAEZ,Segundo Piso-3,Mi�rcoles,16,20
Ingeniería en Computación,B6011,Física General II,Anasagasti II,LORENA LUISA BAEZ,Segundo Piso-3,Jueves,16,20
Ingeniería en Computación,B6011,Física General II,Anasagasti II,LORENA LUISA BAEZ,Segundo Piso-3,Viernes,16,20
Ingeniería en Computación,B6011,Física General II,Anasagasti II,LORENA LUISA BAEZ,Segundo Piso-4,Lunes,16,20
Ingeniería en Computación,B6011,Física General II,Anasagasti II,LORENA LUISA BAEZ,Segundo Piso-4,Martes,16,20
Ingeniería en Computación,B6011,Física General II,Anasagasti II,LORENA LUISA BAEZ,Segundo Piso-4,Mi�rcoles,16,20
Ingeniería en Computación,B6011,Física General II,Anasagasti II,LORENA LUISA BAEZ,Segundo Piso-4,Jueves,16,20
Ingeniería en Computación,B6011,Física General II,Anasagasti II,LORENA LUISA BAEZ,Segundo Piso-4,Viernes,16,20
Ingeniería en Computación,B6011,Física General II,Anasagasti II,LORENA LUISA BAEZ,Tercer Piso-1,Lunes,16,20
Ingeniería en Computación,B6011,Física General II,Anasagasti II,LORENA LUISA BAEZ,Tercer Piso-1,Martes,16,20
Ingeniería en Computación,B6011,Física General II,Anasagasti II,LORENA LUISA BAEZ,Tercer Piso-1,Mi�rcoles,16,20
Ingeniería en Computación,B6011,Física General II,Anasagasti II,LORENA LUISA BAEZ,Tercer Piso-1,Jueves,16,20
Ingeniería en Computación,B6011,Física General II,Anasagasti II,LORENA LUISA BAEZ,Tercer Piso-1,Viernes,16,20
Ingeniería en Computación,B6011,Física General II,Anasagasti II,LORENA LUISA BAEZ,Tercer Piso-2,Lunes,16,20
Ingeniería en Computación,B6011,Física General II,Anasagasti II,LORENA LUISA BAEZ,Tercer Piso-2,Martes,16,20
Ingeniería en Computación,B6011,Física General II,Anasagasti II,LORENA LUISA BAEZ,Tercer Piso-2,Mi�rcoles,16,20
Ingeniería en Computación,B6011,Física General II,Anasagasti II,LORENA LUISA BAEZ,Tercer Piso-2,Jueves,16,20
Ingeniería en Computación,B6011,Física General II,Anasagasti II,LORENA LUISA BAEZ,Tercer Piso-2,Viernes,16,20
Ingeniería en Computación,B6011,Física General II,Anasagasti II,LORENA LUISA BAEZ,Tercer Piso-3,Lunes,16,20
Ingeniería en Computación,B6011,Física General II,Anasagasti II,LORENA LUISA BAEZ,Tercer Piso-3,Martes,16,20
Ingeniería en Computación,B6011,Física General II,Anasagasti II,LORENA LUISA BAEZ,Tercer Piso-3,Mi�rcoles,16,20
Ingeniería en Computación,B6011,Física General II,Anasagasti II,LORENA LUISA BAEZ,Tercer Piso-3,Jueves,16,20
Ingeniería en Computación,B6011,Física General II,Anasagasti II,LORENA LUISA BAEZ,Tercer Piso-3,Viernes,16,20
Ingeniería en Computación,B6011,Física General II,Anasagasti II,LORENA LUISA BAEZ,Tercer Piso-4,Lunes,16,20
Ingeniería en Computación,B6011,Física General II,Anasagasti II,LORENA LUISA BAEZ,Tercer Piso-4,Martes,16,20
Ingeniería en Computación,B6011,Física General II,Anasagasti II,LORENA LUISA BAEZ,Tercer Piso-4,Mi�rcoles,16,20
Ingeniería en Computación,B6011,Física General II,Anasagasti II,LORENA LUISA BAEZ,Tercer Piso-4,Jueves,16,20
Ingeniería en Computación,B6011,Física General II,Anasagasti II,LORENA LUISA BAEZ,Tercer Piso-4,Viernes,16,20
Ingeniería en Computación,B6011,Física General II,Anasagasti II,LORENA LUISA BAEZ,PB-1,Lunes,16,20
Ingeniería en Computación,B6011,Física General II,Anasagasti II,LORENA LUISA BAEZ,PB-1,Martes,16,20
Ingeniería en Computación,B6011,Física General II,Anasagasti II,LORENA LUISA BAEZ,PB-1,Mi�rcoles,16,20
Ingeniería en Computación,B6011,Física General II,Anasagasti II,LORENA LUISA BAEZ,PB-1,Jueves,16,20
Ingeniería en Computación,B6011,Física General II,Anasagasti II,LORENA LUISA BAEZ,PB-1,Viernes,16,20
Ingeniería en Computación,B6011,Física General II,Anasagasti II,LORENA LUISA BAEZ,PB-2,Lunes,16,20
Ingeniería en Computación,B6011,Física General II,Anasagasti II,LORENA LUISA BAEZ,PB-2,Martes,16,20
Ingeniería en Computación,B6011,Física General II,Anasagasti II,LORENA LUISA BAEZ,PB-2,Mi�rcoles,16,20
Ingeniería en Computación,B6011,Física General II,Anasagasti II,LORENA LUISA BAEZ,PB-2,Jueves,16,20
Ingeniería en Computación,B6011,Física General II,Anasagasti II,LORENA LUISA BAEZ,PB-2,Viernes,16,20
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Segundo Piso-2,Lunes,10,14
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Segundo Piso-2,Martes,10,14
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Segundo Piso-2,Mi�rcoles,10,14
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Segundo Piso-2,Jueves,10,14
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Segundo Piso-2,Viernes,10,14
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Segundo Piso-3,Lunes,10,14
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Segundo Piso-3,Martes,10,14
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Segundo Piso-3,Mi�rcoles,10,14
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Segundo Piso-3,Jueves,10,14
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Segundo Piso-3,Viernes,10,14
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Segundo Piso-4,Lunes,10,14
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Segundo Piso-4,Martes,10,14
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Segundo Piso-4,Mi�rcoles,10,14
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Segundo Piso-4,Jueves,10,14
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Segundo Piso-4,Viernes,10,14
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Tercer Piso-1,Lunes,10,14
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Tercer Piso-1,Martes,10,14
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Tercer Piso-1,Mi�rcoles,10,14
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Tercer Piso-1,Jueves,10,14
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Tercer Piso-1,Viernes,10,14
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Tercer Piso-2,Lunes,10,14
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Tercer Piso-2,Martes,10,14
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Tercer Piso-2,Mi�rcoles,10,14
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Tercer Piso-2,Jueves,10,14
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Tercer Piso-2,Viernes,10,14
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Tercer Piso-3,Lunes,10,14
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Tercer Piso-3,Martes,10,14
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Tercer Piso-3,Mi�rcoles,10,14
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Tercer Piso-3,Jueves,10,14
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Tercer Piso-3,Viernes,10,14
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Tercer Piso-4,Lunes,10,14
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Tercer Piso-4,Martes,10,14
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Tercer Piso-4,Mi�rcoles,10,14
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Tercer Piso-4,Jueves,10,14
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Tercer Piso-4,Viernes,10,14
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,PB-1,Lunes,10,14
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,PB-1,Martes,10,14
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,PB-1,Mi�rcoles,10,14
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,PB-1,Jueves,10,14
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,PB-1,Viernes,10,14
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,PB-2,Lunes,10,14
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,PB-2,Martes,10,14
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,PB-2,Mi�rcoles,10,14
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,PB-2,Jueves,10,14
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,PB-2,Viernes,10,14
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Segundo Piso-2,Lunes,16,20
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Segundo Piso-2,Martes,16,20
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Segundo Piso-2,Mi�rcoles,16,20
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Segundo Piso-2,Jueves,16,20
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Segundo Piso-2,Viernes,16,20
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Segundo Piso-3,Lunes,16,20
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Segundo Piso-3,Martes,16,20
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Segundo Piso-3,Mi�rcoles,16,20
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Segundo Piso-3,Jueves,16,20
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Segundo Piso-3,Viernes,16,20
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Segundo Piso-4,Lunes,16,20
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Segundo Piso-4,Martes,16,20
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Segundo Piso-4,Mi�rcoles,16,20
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Segundo Piso-4,Jueves,16,20
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Segundo Piso-4,Viernes,16,20
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Tercer Piso-1,Lunes,16,20
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Tercer Piso-1,Martes,16,20
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Tercer Piso-1,Mi�rcoles,16,20
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Tercer Piso-1,Jueves,16,20
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Tercer Piso-1,Viernes,16,20
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Tercer Piso-2,Lunes,16,20
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Tercer Piso-2,Martes,16,20
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Tercer Piso-2,Mi�rcoles,16,20
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Tercer Piso-2,Jueves,16,20
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Tercer Piso-2,Viernes,16,20
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Tercer Piso-3,Lunes,16,20
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Tercer Piso-3,Martes,16,20
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Tercer Piso-3,Mi�rcoles,16,20
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Tercer Piso-3,Jueves,16,20
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Tercer Piso-3,Viernes,16,20
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Tercer Piso-4,Lunes,16,20
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Tercer Piso-4,Martes,16,20
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Tercer Piso-4,Mi�rcoles,16,20
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Tercer Piso-4,Jueves,16,20
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Tercer Piso-4,Viernes,16,20
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,PB-1,Lunes,16,20
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,PB-1,Martes,16,20
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,PB-1,Mi�rcoles,16,20
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,PB-1,Jueves,16,20
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,PB-1,Viernes,16,20
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,PB-2,Lunes,16,20
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,PB-2,Martes,16,20
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,PB-2,Mi�rcoles,16,20
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,PB-2,Jueves,16,20
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,PB-2,Viernes,16,20
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Segundo Piso-2,Lunes,8,12
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Segundo Piso-2,Martes,8,12
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Segundo Piso-2,Mi�rcoles,8,12
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Segundo Piso-2,Jueves,8,12
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Segundo Piso-2,Viernes,8,12
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Segundo Piso-3,Lunes,8,12
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Segundo Piso-3,Martes,8,12
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Segundo Piso-3,Mi�rcoles,8,12
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Segundo Piso-3,Jueves,8,12
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Segundo Piso-3,Viernes,8,12
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Segundo Piso-4,Lunes,8,12
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Segundo Piso-4,Martes,8,12
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Segundo Piso-4,Mi�rcoles,8,12
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Segundo Piso-4,Jueves,8,12
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Segundo Piso-4,Viernes,8,12
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Tercer Piso-1,Lunes,8,12
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Tercer Piso-1,Martes,8,12
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Tercer Piso-1,Mi�rcoles,8,12
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Tercer Piso-1,Jueves,8,12
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Tercer Piso-1,Viernes,8,12
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Tercer Piso-2,Lunes,8,12
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Tercer Piso-2,Martes,8,12
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Tercer Piso-2,Mi�rcoles,8,12
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Tercer Piso-2,Jueves,8,12
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Tercer Piso-2,Viernes,8,12
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Tercer Piso-3,Lunes,8,12
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Tercer Piso-3,Martes,8,12
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Tercer Piso-3,Mi�rcoles,8,12
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Tercer Piso-3,Jueves,8,12
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Tercer Piso-3,Viernes,8,12
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Tercer Piso-4,Lunes,8,12
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Tercer Piso-4,Martes,8,12
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Tercer Piso-4,Mi�rcoles,8,12
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Tercer Piso-4,Jueves,8,12
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Tercer Piso-4,Viernes,8,12
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,PB-1,Lunes,8,12
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,PB-1,Martes,8,12
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,PB-1,Mi�rcoles,8,12
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,PB-1,Jueves,8,12
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,PB-1,Viernes,8,12
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,PB-2,Lunes,8,12
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,PB-2,Martes,8,12
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,PB-2,Mi�rcoles,8,12
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,PB-2,Jueves,8,12
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,PB-2,Viernes,8,12
Ingeniería en Computación,B6017,Seguridad Ambiental y Laboral,Anasagasti II,VANINA ESTELA RIBERI,Segundo Piso-2,Lunes,14,18
